QueryText,KccAns
Pre-emergence weed management in Groundnut,Pre-emergence weed management in Groundnut - Recommended to apply pendimethalin 1330ml per acre
mites control,Classic 20 500 mlpump
control measure for armyworm,spray monocrotophos 5mllit
ask abt gnut crop,suggested apply CAN
Attack of White Grub,Attack of White Grub-  Use Thimet 4 kgacrediethyl S- phosphorodithioatemvac
oil crop sowing time in kharief crop,july month me til sowing kare
TELL ME WHITE GUARB IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Crown rot in Groundnut,Recommended for basal drenching with Carbendazim-MancozebSaafSixer 2gm  Plantomycin 1gm per litre of water to control Crown rot in Groundnut
rate of gawar,JAIPUR GRAIN  GOWAR 6500
Asking about Groundnut top dressing fertilizer management at 45 th DAS,:   45    :   - 75     - 4
Ask about fungus problem in groundnut  crop,EC
Asking for first irrigation in Groudnut,Suggested to give after 20days
TELL ME   WHITE GRUB CONTROL IN  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
thikka leaf spot in ground nut late,chlorothalonil   kavach   400 gramulu  acre
how to control of termites problem in groundnut crop,broadcasting of cloropyriphos one litre mix with sand
asked about sucking pest on groundnut,EC
ATTACK OF THRIPS and Jassids,Spray Neem Solution 20 ml10 Liter of Water
Farmer asked Nematode control information of GROUNDNUT CROP,GR
weedicide  info,Parashut   wapar kara
WEED MANAGEMENT IN  GROUNDNUT SOWN AFTER 30 DAYS CROP,NO HERBICIDES RECOMMENDED  IN  GROUNDNUT SOWN AFTER 30 DAYS CROP
Information on pest control in groundnut crop,50    2
attack pest,Spray Coragen 5ml15 Lit of Water
control of wilt attack,drenching of blue copper 25 gm  15 liter water
weed managemant in groundnut,You can weeding by labor
Asking about Leaf miner and leaf curl management for Groundnut,:           : 15  1
Ask about growth problem in crop,25                250
Farmer wants to know information about control Leaf Eatin Caterpillar in groundnut crop,-       -
Asking about Irrigation management in Groundnut,:     :          4  5
WILT ATTACK ON GROUNDNUT,FOR CONTROL OF WILT ATTACK ON GROUNDNUT   SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA
Asking about tikka leaf spot disease management in groundnut crop,:      :  2
Ask about Plant Growth Retardant Information of groundnut crop,-
TELL ME CONTROL OF APHID,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
TELL ME DISEASE CONTROL OF MOONG,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
Asking about root grubs management in groundnut,:      :         2
SEED TREATMENT TO GROUNDNUT,:-   -   -
piliya rog in groundnut,ferese sulphate 4 gram per liter water sprey
Asking about micro mixture application in groundnut,:      :      5
Ask about fungus problem in groundnut,12    63
Sucking Pest,spraying of actara 5 gm  ridomil gold 25 15 liter water
ASKED ABOUT TO DISEASE CONTROL IN GRUONDNUT,50  250
Leaf folder in groundnut,recommended for spray of Indoxacarb 15 ml in 1 litre of water
VARIETY OF chilli,VARIETY OF chilli -Punjab lal pant chilli-3 agni rekha Krishna arka lohit pusa jwala pusa sadabahar
Herbicide For Groundnut Crop,Pendimithalin Spray Use Suggested for Pre-emergence
Alternaria blight in Groundnut,Recommended to spray Copper oxychloride 3gm per litre of water to control Alternaria blight in Groundnut
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT CROP,5 25
WEED MANAGEMENT IN GROUND NUT,1   200
GROUND NUT CATERPILLER,RECOMMENDED TO SPRAY CHLORIPYRPHOS 500 ML PER ACRE
ASKED FOR PLANT PROTECTION IN GROUNDNUT,SPRAY-DIMETHOATE 2MLLITER
EARLY LEAF SPOT,CARBENDZIME OR CHLOROTHALONIL 2GMLITRE
plant protection,Spray Bavistine 30gm15lit of Water
Farmer wants to know information about How to control of fungal attack in groundnut crop,Recommended for to control of fungal attack in coriander crop use thiophinate methyl 25 gram and streptocyclin 2 gram at 15 liter of water
TELL ME TURMID CONTROL,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
FERTILIZER IN GROUNDNUT,RECOMMENDED TO APPLY 60 KG SSP PER ACRE IN GROUNDNUT
FERTILIZER REQUIREMENT OF GROUNDNUT,RECOMMENDED FERTILIZER DOSE 8KG NITROGEN 16KG PHOSPHOUROUS16 KG POTASH PER ACRE IN GROUNDNUT
ask for white grub  control information,suggest:250ml chloropyriphosevigha and drenching
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN MAY BE AFTER 2-3 DAYS
Farmer wants to know about how to control of insect sucking pest in groundnut crop,178    5  7
Farmer Asked sucking pests control information of Groundnut crop,25 wg 8
Farmer asked termitewhite grub control information of groudnut,EC
Asked about white fly management for Groundnut,:      :     2
Thrips Attack,Spray Actra 5 gm  karate  microlla 15 Lit of Water
ASKING ABOUT THE CONTROL OF ROOT ROT OF GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
Asked about Leaf spot and leaf blight management in Groundnut,:       :   5
groundnut ki variety,chitra kaushal  chandra
mite in groundnut,apply chloropyriphos 10kg per acre
Attack of White Fly,Attack of White Fly - Spray Ullala 08 gm15 Lit of Waterflonicamid-UPL
asked about fertilizer management in sesame,:       :    2   200    1
Ask about blank pod control in groundnut crop,100
Asking about Groundnut seed market difference information,:      :
sucking pest in gnut,sucking pest in gnut - spray super confidor 10 ml  pump
TELL ME ABOUT BLACK ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Information about weed management in Groundnut,-
fertilizer dose for groundnut,gypsum 40 kgacer
TELL ME WEATHER INFORMATION OF SIKAR DIST,TWO DAYS RAINFALL
Ask about fungus problem in crop,Suggested: Suphar 80  WDG  35 grampump spray
FARMER ASKED QUERY ON IRRIGATION MANAGEMENT IN GROUNDNUT,RECOMMENDED TO GIVE IRRIGATION BASED ON THE  MOISTURE CONTENT IN SOIL
ground nut seed tretmant,ground nut seed tretmant:MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET  3 GRAMS  kg seed
GROUNDNUT HELICOVERPA DAMAGE,MULTI-K 5 GRAM  LITER WATER
GROUNDNUT VARIETY,GROUNDNUT VARIETY-TAG-24
ASKED ABOUT TO DISEASE CONTROL IN,75   45   2
sucking pest in ground nut,RECOMMENDED TO SPRAY DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
caterpillar in groundnut,Recommended for spray quinalphos 2ml  lit
ASKING ABOUT GROUND NUT PLANTING MATERIAL,PLANTING MATERIAL GROUND NUT
Asking about leaf miner and aphid management in groundnut,Recommended for profenophos 2 ml acephate 1 gram 1 litre of water
groundnut helicoverpa damage,recommended to spray neem oil 5 milli liter  liter water
black rot control in groundnut,USE TRICHODERMA 25 KG PER 50 KG COW DUNG PER HECTAR
Asked about Leaf caterpillar and Beetles management in groundnut,:       :  2    1
FARMER ASKED ABOUT CONTROL OF CATERPILLAR ATTACK ON GROUNDNUT CROP,-    SG-
Farmer asked query on Weather,5                 34
PLANT PRITECTION OF GROUNDNUT,IMIDACLOPRIDE 1 ML PER LITSAFF 2 GRM PER LIT
Asking about Seed treatment for Groundnut,:    :       4          2
Ask about blank pod problem information groundnut,100
ASKED ABOUT FERTILIZER DOSE,APPLY SSP 50 KG PER ACRE
asking about groundnut root rot management,recommended for Carbendazim 2 gram 1 litre of water
asking about groundnut root rot management,recommended for apply pseudomonas fluorasans - 1 kg 20 kg of FYM acre
Farmer asked Larvae control information of groundnut,SC 7-8
WATER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO PROVIDE IRRIGATION AT 85 TO 90 DAYS
Basal fertilizer management for groundnut,recommended for apply DAP 5Okg  gypsum 75 kg acre
FARMER ASKED ABOUT CONTROL OF ATTACK OF SUCKING PEST ON GROUNDNUT,Control of attack of sucking pests on Groundnut-Spray Thiomithoxom 25- 5 gm15 Liter of Water
GROUND NUT SEED TREATMENT,RECOMMENDED TO SPRAY IMIDACLOPRID  2 ML  KG SEEDS
TELL ME ABOUT INSECT CONTROL IN GROUNDNUD,178   05
Farmer asked white grub control information of  groundnut,SGCG
GROUND NUT LEAF SPOT MANAGEMENT,GROUND NUT LEAF SPOT MANAGEMENT: RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,115   5
ask gnut yallow leaf,I suggest hirakashi 100gm  citric  acid 10gm
TELL ME WEATHER INFORMATION OF JODHPUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
VARITIES OF GROUNDNUT CROP,TUMHI GROUNDNUT CHI TAG -24 HI JAT GHYA LAGWADI KARITA
Farmer asked  white grub Problem in groundnut  crop,GR               SGCG
PLANT GROWTH MANAGEMENT,PLANT GROWTH MANAGEMENT : RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
fertilizer spray,Spray Boron 20gm10lit of Water
Information about seed rate of Groundnut,40
Farmer asked Army worm Problem in groundunt  crop,400
WEED MANAGEMENT OF GROUNDNUT,WEED MANAGEMENT OF GROUNDNUT   PERSUIT SPRAY
TELL ME BLACK ROOT CONTROL OF  GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
varieties for groundnut,TMV 7 CO 2 VRI 2 VRIGn 5
TIKKA DISEASE ATTACK ON GROUNDNUT,-45 30
weed,apply pendimethiline  40 mlpumpbe for gurmination
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,SPRAY OF EMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
ask for wilt control in ground nut,I suggested to spray carbendajim 10 grampump
Asking about wild bear management in field,:        : 1: 5
TIKKA DISEAS,2MLLT OF WATER
Asked about root rot management in groundnut,recommended for apply pseudomonas 1 kg  25 kg fym  acre
Farmer asked query on Weather,:   -      : :            38  C    25 C     7
asking about groundnut thrips management,recommended for spray Daimethoiate - 2 ml lit of water
farmer asked about how to overcome fungal diseases in groundnut,suggest to apply Trichoderma  2kgs with farm yard manure
Pod boere in ground nut,Application of malathion 5 D  25 Kg per hectar
GROUND NUT STEM ROT,MANCOZEB 3GLITRE OF WATER
variety,phule pragati phuel unap jl 24  sb 11
FARMER ASKED PLAMNT PROTECTION IN GROUNDNUT,50     3
flower drop,SprayPlano fix5ml15 Lit of Water
Farmer asked query on Weather,WEATHER REPORT:THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA  S A NO CHANCE OF RAINS IN YOUR AREA
Ask about the yellowish leaf in groundnut,To spray 100 gm ferrous sulphate  10 gm cytric acidper pump
ROOT ROT,RIDOMYL 25GMLDOMYL
Farmer needs information regarding increase number of flower of groundnut crop,20  30
tikka rog in groundnut,karbandzim 400 gram par bigha
Leaf folder in Groundnut,Recommended to spray Fipronil 5sc  2ml per litre of water for control of Leaf folder in Groundnut
asked about attack of wilt,Drenching of Spray Bavistine 30gm  15 lit of water
ASKED ABOUT WEATHER REPORT,r 05 ml Imidachloprid 178 SL in a lit water
Ask about variety for ground nut,all information provided - thanks for calling in kisan call centre
Attack of Caterpillar,Spray Chloropyriphos 20ml15 Liter of Water
Ask about sucking pest problem in groundnut crop,40         ppm
Farmer asked query on Weather,:          :     -                     - 36C   - 27C     8
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,USE CARBENDAZIM 250 GM PER BEEGA
GROUNDNUT TIKKA LEAFSPOT,GROUNDNUT TIKKA LEAFSPOT : RECOMMENDED TO SPRAY SAAF 400 GRAM PER ACRE
Asked about plant protection in groundnut,suggested that to apply fripronil 1 kg in 30kg of compost
Ask about fungus problem in groundnut,SC      - Custodia Adama
ASKED ABOUT TO USE SULPHUR IN GROUYNDNUT CROP,80WDG  2
Asked about plant protection in,Suggested that spray dimethoate 2 ml per liter of water
Insect problem in groundnut,Quinalphos 25 EC 2ml1 li pani me spray kare
FARMER ASKED ABOUT WHITE GRUB ATTACK ON GROUNDNUT,-  -
TELL ME NUTRIENT MANAGEMENT PEANUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
TELL ME ABOUT YELLOWING CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Farmer asked query on Weather,:      :             36       5
groundnut leaf curl,dimethoate at 2ml in  liter water
to use urea in basal application of fertilizer,no  u can not use urea in
ASKED AVOUT CONTROL OF SUCKING PEST ON GROUNDNUT,15
WEEDICIDE FOR GROUND NUT,SPRAY PERSUIT ODISI
farmer asked query about on ground nut seeds,--recommended to kadiri-69harithandra and abhaya tag-24 etc
ASK FOR FUNGUS PROB IN GROUND NUT,USE CARBENDENZIM 10 gmpump
wilting of groundnut,Redomil Gold 30 gmhumic Acid 30 mlMephonaxonmancozebsyngnt
Farmer asked query on Weather,CLOUDY WEATHER NO CHANCE OF SHOWERS IN YOUR AREA
groundnut me problem hi,mancozeb 2glitwater spray karain
ground nut price,mahbubnagar 4889quinta
TELL ME TIKKA DISEASE IN GROUNDNUT,MENKOJEB  CARBANDAJIM 2 GRAMLITER SPRAY
Asking about Groundnut top dressing application at eathing up,:      :  80    4
asking about seed availability of groundnut,recommended for contact to block level agricultural officer iN ADA office
TELL ME GRUB CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
LEAF EATING CATERPILLAR,LEAF EATING CATERPILLAR:RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
leaf minor in groundnut,spray quinalphos 2mllit
INFORMATION REGARDING VARIETIES OF GROUNDNUT,INFORMATION REGARDING VARIETIES OF GROUNDNUT VARIETIES OF GROUNDNUT : MH-4  MUNGFALI HARYANA -4   PUNJAB MUNGFALI -1-
Asking about Rain gun sprinkler used for Groundnut  flowering stage,:        :
Farmer wants to know information about how to control sucking pest in  groundnut crop,Recommended for to control sucking pest in groundnut crop spray imedachlorprid 5-7 ml at 15 liter of water
TELL WIGHT GRUB CONTROL,QUNOLPHOSH-4LITER HACTER WITH IRRIGAION
fertliser dose for groundnut,gypsam 50 kilo sulphar 10 kilo  acre
ground nut Stem rot,recommended for apply Trichoderma viride  1 kilo  FYM 20 kilo  acre
Farmer asked fungus control information of ground nut,12    63  Ws   -
FARMER ASKED ABOUT NUTRIENT MANAGEMENT FOR GROUNDNUT,-
Farmer asked fungus in root control information of Ground Nut,WP
Ask about fertilizer dose in groundnut and gram,10
ATTACK OF LEAF YELLOWING GNUT CROP,-         -  - -     -
groundnut  nutrient management,recommended to spray AMBITION 250 ML PER ACRE
Moongfali mai rog laga  hai,Carbendazim 12  Mancozeb 63 WP  2gmliter spray
FARMER ASKED QUERY ON     groundnut nutrient management,recommended to apply gypsum 200 kg acre
groundnut top dressing,Recommended for apply gypsum 100 kg  potash 25 kg acre
WEATHER INFORMATION,NO RAIN CHANCE
LEAF SPOT IN GROUNDNUT,LEAF SPOT IN GROUNDNUT- SPRAY MANCOZEB 2GM PER 1 LITRE WATER
Asked abut Groundnut Weed management,:     :
dose,50kg jypsum  50kg ssp
asked about information groundnut crop,pendyamethilin  chi favarani Karun gya
Weather information is asking,Possibility Of Rain In Next 4 Days
herbicide for ground nut--,herbicide for ground nut-PARSUIT
Patti safed pad rahi hai,Spray of micronutrient mixture 25 gramliter of water
groundnut season,recommended for the groundnut season June- July
Ask about Plant Growth Retardant Information in groundnut crop,-
Spray borex  2 gram in 1 litre of water,spray in copper oxichloride  2 gmwater
ask for gnut stem rot,suggest tricodermma 25kgha
For better growth and production in groundnut,Advised to apply Gypsum 100kg per acre
termite in ground nut crop,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
groundnut variety,groundnut variety - Vijay
tell me about disease in groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,25   4
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT
TELL ME CONTROL OF TERMITE IN GROUNDNUT,FIPRONIL 03GR 3KG PER BHIGA BROADCASTING
TELL ME ABOUT PLANT PROTACTION,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Farmer asked query on Weather,:-THERE IS CHANCE OF CLOUDY WEATHER  SHOWERS IN YOUR AREA
Late leaf spot in groundnut,recommended for Spray Carbendazim 1gm or Mancozeb 2gm or Chlorothalonil2gmliter water
groundnut heavy rains after sowing,groundnut heavy rains after sowing drain out the water from the field
WHITE GURB CONTROL IN GROUNDNUT,QUINOLPHOS  1 LITTER  BIGA
WEATHER INFORMATION IN CHRU,NO RAINFALL IN NEXT 5 DAYS
TELL ME ABOUT THE CONTROL OF WHITE GRUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB TELL ME INSECT CONTROL IN
general information,general information
Asked about ground nut top dressing fertilizer management,:         :        15
Harmful effect of herbicide in Ground nut,Advised to spray only normal water to mitigate the harmful effect of herbicide in Ground nut
Ask about variety information of Summer Groundnut crop,-   TAG -  TG -
Farmer asked Sulphur informationin Groundnut crop,90 WDG 3
tikka problem of groundnut,SPRAY MANCOZEB 75 WP 2 GM PER LITER WATER
leaf folder in groundnut,chloripyriphos 2mllit
harvesting period information,90-120 day
Asking about Root grub Ground nutorganic,:       :  3 - 5
TERMITE PROBLEM OF GROUNDNUT,USE CHLOROPYRIPHOSE 20 EC 4 LITER PER HAC WITH IRRIGATION
TELL ME COLOUR ROT IN GROUNDNUT,400 GRAM KARBANDAZIM PAR BHIGA
fungal infection in ground nut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
Asked about cut worm control in groundnut,recommended for spray chlorpyriphos 2 ml litre of water
TELL ME BIHAR HARIY CATERPILLAR CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME PLANT PROECTION IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
TELL ME GROUNDNUT VARIETIES,M-13RS-1MA-10
TELL ME ROOT ROT CONTROL IN  GROUNDNUT,USE CARBENDAZIM 250 GM PER BIGHA FOR ROOT ROT
ground nut tikka leaf spot,recomonded dosage hexaconozol 400mlacre
groundnut disease,Seed treatment with 3 g Thiram  Carbendazim is recommended
intercrop in groundnut,intercrop in groundnut- sunflower til moong udid tur
Asked about groundnut stem rot managment,2
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
ROOT ROT IN GROUND NUT,SPRAY SAAF  2 GM1 LITRE OF WATER FOR ROOT ROT IN GROUND NUT
Asking about Leaf Eating Caterpillar management in Groundnut,:      :   2    1
FERTILIZER DOSE FOR GROUNDNUT,- -            -
ASKING SOME RECOMMENDED VARIETY OF GROUND NUT,GROW RECOMMENDED VARIETY OF GROUNDNUT: TG-1AJL-24 ETC
BOTTEL GOURD SOWING TIME,NOV DEC
TELL ME CHOMU MANDI GROUNDNUTRATE,4250 RUQU GROUNDNUT RATE
Farmer asked seed treatment of fungus problem in Groundnut crop,333 wv         SystivaBASF
Farmer asked weed control in ground nut crop,-  -- 9  EC    -
asking about groundnut top fertilizer management,recommended for gypsum 75 kg  borox 4 kg acre on 45th DAS
Ask about variety information of Summer groundnut crop,-    TAG -  TAG -
LEAF EATING CATERPILLAR IN GROUNDNUT,SPRAY DICHLOROVOS 2ML PER 1LTR WATER
white grub in groundnut,- apply chlorpyriphos 2mllt of water
