QueryText,KccAns
Asked about Powdery Mildew management in groundnut,:      :      2
ASKED FOR:peanut leaf spot,ASKED FOR:peanut leaf spot RECOMMENDED:spray qunolfos 2mllt of water
LEAF EATING CATERPILLER,SAPRY PROPHEFES SUPER 30 ML  15 LITER OF WATER
ASKED ABOUT TO INSECT CONTROL IN GRONDNUT CROP,25   4
TELL ME ABOUT  TERMITE CONTROL IN GROUNDNUT,20   4
TELL ME MICRO NUTRIENT MANAGEMENT IN GROUNDNUT,4 ML
Control of Scab Early  Late Blight Dieback Buck Eye rot Downy mildew Leaf  fruit spots of GROUNDNUT CROP,Recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water
Asking about foliar spray in Groundnut,:       :       5
Information regarding verites of moong phalli,verites of moongphalli - Moongphalli haryana-4  punjab moongphalli -1
Farmer asked termite control information of  cotton,EC
For better yield in groundnut,Advised to apply Gypsum 100 kg per acre for better yield in groundnut
Groundnut varieties,Groundnut varieties : Kisaan Jawan Smruti and AK 10-24
TERMITE PROBLEM IN G NUT,RECOMMENDED FOR APPLY CHLOROPYRIPHOS 2MLL OF WATER FOR TERMITE PROBLEM IN G NUT
Asked about Root rot and root grub pre control in Groundnut,:         :
What to use to increase flower growth and reduce plant growth,1ml  4
Farmer asked query on Weather,-THERE IS CHANCE OF  CLOUDY WEATHER  NO  SHOWERS IN YOUR AREA
weedicide,spray alachlor 3mll
ground nut leaf spot management,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
ASKED ABOUT FERTILIZER OF GROUNDNUT,FERTILIZER OF GROUNDNUT 1 BAG DAP ACRE
GROUND NUT LEAF FOLDER MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
FERTILIZER USE,RECOMMENDED TO APPLY 15 KGS UREA
gnut yello,suggested to spray 100 ferrous sulphate and 10 gm citric acid
TELL ME ROOT ROT CONTROL OF GROUNDNUT,USE CARBENDAZIM 250 GM PER BIGHA FOR ROOT ROT
Attack of blight on Groundnut,-
Farmer asked weed control in GROUNDNUT crop,EC    - 40       -
wrather we can add salt in soil in gnut cultivation,no
TELL ME PEST CONTROL OF GROUNDNUT,SPRAY OF DIMETHOATE 30 EC 2 ML LITER WATER
Farmer asked Fertilizer dose information of Groundnut crop,-    110
FARMER WANT TO HOW KNOW TO CONTROL FUNGAL INFECTION in grounut CROP,Recommended for spray  Mencozeb  Carbindazim Saaf or  sixer 30 g pump
MOONGPHALI KI VARAITY BATAYE,AP MOONGPHALI KI KAUSAL CHITRA AMBAR KI BUVAI KARE
ask for gnut leaf spot,suggest:hexaconazol 25-30 gmpump
Farmer asked fungus control information in groundnut,WP -          250
Mealy bug in Groundnut,recommended for spray imidacloprid 1 ml  liter of water
Weed Management in groundnut,5       2  3
TELL ME WHITE GROUB CONTROL IN WHEAT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
groundnut dry root rot,groundnut dry root rot: Advised to drench the plant base with COC  30 grams  streptocyclin 1 gram per 10 liters  of water
Asked about Stem rot control in groundnut,:      :   1     20
TELL ME MANDI RATE OF GROUNDNUT,JAIPUR GRAIN  GROUNDNUT WHITE 4500
g nut,quinolphos
FARMER ASKED ABOUT ATTACK  OF LEAF MINOR  ON GROUNDNUT CROP,:-               SG
ALTERNARIA LEAF DISEASE IN GROUNDNUT,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE  3 GM  LITRE WATER TO CONTROL ALTERNARIA LEAF DISEASE IN GROUNDNUT
ground nut srem rot,recommended to spray dimethoate 400ml acre
Asked about pest management in,Suggested to spray Emamectin benzoate  05 gltr of water
Asked about plant protection in groundnut,suggested to spray emamectin benzoateProclaim 05glit of water      OR
TELL ME VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT TG-37 ATG-39
Farmer asked fungus control information of ground nut crop,WP    WP 10-15
TERMITE CONTROL IN  GROUN NUT,KISAN BHAI AAP MOONGFALI KI FASAL ME DEEMAK KE NIYANTRAN KE LIYE chlorpyriphos  65ml kG BEEJ KO BONE SE PHLE UPCHARIT KARE
ASK ABOUT THE FIELD PREPARATION,SUGGESTED TO GIVE FYM BASIC FERTILIZER
Basal fertilizer dose in Groundnut,Recommended to apply 4kg Urea35kg DAP and 27kg MOP per acre as Basal fertilizer dose in Groundnut
TELL ME MARKETING INFORMATION,MANDI RATE OF GROUNDNUT IN BUNDI 3460 RSQT
ATTACK OF SUCKING PEST ON GROUND NUT,SPRAY ACTRA 5 GRAM IN 15 LIT OF WATER
WEED MANAGEMENT IN GROUNDNUT,SPRAY DINAMAZPERSUIT  600ML PER HA
ground nut Tobacco caterpillar,recommended for spray Quinalphos 2 ml  lit of water
leaf minor in groundnut,recommended for spray dimethoate 2mlteepol 1mlneemoil 3mllit of water
Asking about Root Grub management in Groundnut,:      : Trichoderma viride 1     20
Early blight and late blight disease management in groundnut,Recommended for spray carbendazim 2 g  sticking agent 1 ml  litre of water
ask about weed management in groundnut,I suggest flucloralin 900gram per ha
ask about groundnut seed rate,suggested 110 kg seed  ha
TELL ME ABOUT YELLOWING CONTROLE IN ONION,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Ask about groundnut information,40
weather condition,info givan
Farmer asked Sulphur information in groundnut,90 WDG 3
asking about groundnut basal fertilizers,Recommended for apply DAP 50kg  gypsum 75 kg  ac
ASKING ABOUT GROUNDNUT ROOT GRUB MANAGEMENT,GROUNDNUT ROOT GRUB MANAGEMENT  DRENCHING OF CHLOROPYRIPHOS 5MLL OF WATER
Farmer asked fungus control information of groundnut  crop,WP 30
weed control,targa super
Farmer asked growth problem in Groundnut crop,-
asking about groundnut Late leaf spot management,recommended for spray carbendazim - 2 gm lit of water
Leaf miner in groundnut,RECOMMENDATION -Quinalphos 25 EC -  2 ml
GROUNDNUT LEAF HOPPER MANAGEMENT,GROUNDNUT LEAF HOPPER MANAGEMENT : RECOMMENDED TO SPRAY DIMETHOATE  2ML   LITRE OF WATER
GROUNDNUT PRODUCTION,RECOMENDED FOR NOOVAN 1MLLIT WATER
groundnut seed rate,recommended to sow 60 kgacre
Asked about varieties of Grouundnut,-         -    -
Asked about  groundnut basal fertilizer management for disease prevention,:        :            20
Farmer asked  larvae white grub control information of groundnut crop,EC
LATE LEAF SPOT IN GROUNDNUT,RECOMMENDED TO SPRAY RIDOMIL MZ 25GM1 LITER OF WATER
Asking about Groundnut seed Rate,Recommended for Groundnut seed Rate - 50 kg  acre
Asking about Groundnut root grub management,:      :  - 100
TELL ME ABOUT WHITEGRUB CONTROL IN PEANUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Ask about fertilizer application in Groundnut,10
attack of caterpillar on ground nut,Spray Proclaim10 gm15 liter of WaterEmamectin BenzoateSyngenta
Farmer asked termitewhite grub control information of crop in groundnut,EC
Asking about Rust control management in Groundnut,:      :  2   1
WEED MANAGEMENT IN GROUNDNUT,SPRAY PENDIMETHALIN  2-3 ML1 LITER OF WATER OF WATER FOR WEED MANAGEMENT IN GROUNDNUT
Farmer asked fertilizer dose in  GNUT,10  12
groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
Aphids in groundnut,Recommended to spray Dimethoate 30 EC 2ml per litre of water to control Aphids in groundnut
Farmer asked  white grub Problem in groundnut,GR
Asked about Usage of Liquid phosphobacteria and Rhizobium,:         :   500  20
Asl for groundnut fertilizer information,sugg to potash 10 killo  vigha
THIKKA  LEAF SPOT,RECOMENDED FOR CHLOROTHALONIL 400 GRMS  ACRE
how to control caterpiller of groundnut  crop,10   3 10
GROUN NUT NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
TELL ME WHITE FLY  CONTROL IN CHILLI,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Asking about leaf folder and sucking pest management in groundnut,:      : :      15
rust attack on groundnut,Spray Tilt 30gm15 Liter of Water Propiconazole-Syngenta
Asked about Alternaria leaf disease management in groundnut,Query: Asked about Alternaria leaf disease management in groundnut Ans: Recommended for spray Carbendazim 2 glit of water
variety,tag-20
weed management in groundnut,recommended to apply targa super 2 ml in 1 litre of water spray
ASKED ABOUT TO DISEASE CONTROL IN,25
ASKING ABOUT DOSE OF PACLOBUTRAZOL DETAILS,It is a known antagonist of the plant hormone gibberellin acting by inhibiting gibberellin biosynthesis reducing internodal growth to give stouter stems increasing root growth causing early fruitset and increasing seedset in plants such as tomato and pepper
moongphali ki pattia peele pad rahi hai,spray chloropyriphos 20    EC 2 ml liter of water
Farmer asked seed treatment of white grub control in groundnut,SLFS  mili
groundnut season,groundnut season Sep- Oct
Farmer asked seed treatment of fungus problem in Groundnut,WP       Vitavax Power Dhanuka
COLLAR ROT  IN GROUNDNUT,SPRAY SAAF 2G  PLANTOMYCIN 1G PER 1LTR WATER
Farmer wants to know information about weed control in groundnut crop,30
APHIDS,ROGOR 400MLACRE
fertilizer,gypsum 2 bagacre
CONTROL OF LEAF EATING CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY  LAMDA CYHALOTHRIN 5 EC  1 ML   2 LIT OF WATER
TELL ME CONTROL CHARCOL ROT IN GROUNDNUT,--       400
ABOUT THE GROUNDNUT THRIPS,RECOMMENDED TO SPRAY FIPRONIL 2MILLILITERS PER LITER
For quality fruiting in ground nut,Recommended to spray Fantac plus 1ml in 2 litre water for quality fruiting in ground nut
seeds,jl 24
groundnut pest,drench phorate 2kg per acre
Asking about Leaf miner and Root rot management for Groundnut,:           :  2   2  1
asked about ground nut seed treatment,suggested to do seed treatment with tricoderma 4gkg seeds
TELL ME FERTILIZERS FOR GROUNDNUT,SSP ZIPSUM AND ZINK SULPHATE
Ask about white fly control information in Ground nut,SP
insect in ground nut,RECOMMENDATION:Quinalphos 25 EC -  2 ml
Farmer asked fungus control information in cotton crop,WP    WP 10-15
Pre emergence weed management in Ground nut,Weather forecast in Koraput District at Kundura Block-There is very low rainfall in the next three days but partly cloudy weather will remain Todays expected maximum temperature is 28 C and minimum temperature is 15 C and wind speed is likely to run at a speed of 5 km per hour And advised to do harvesting as per the weather forecast
Farmer wants to know information about how to control of rodents attack in groundnut crop,mungphali                              20          20                     -
groundnut early leaf spot  leaf miner,spray chlorpyrifos 2ml  carbendazim 2gmlit
want to know about weather report informetion,possibility of heavy rain in the date of 18 july to 23 july
asked about leaf spot in Gnut,-  -
WHOLE IN LEAF,DICHLOROPHUS 2ML IN 1 LTR WATER
moong phalli ki prajati ke bare,ambar chitra  Chandra ki buvai kare
TELL ME SEED RATE OF GROUNDNUT,SEED RATE OF GROUNDNUT 80 KGHECATER
GROUND NUT TIKKA LEAF SPOTS,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
FERTILISER,GYPSUM 100KGACRE
TELL ME INSECT CONTROL IN GROUNDNUT,40  2
asking about aphids management in groundnut,recommended for spray Fipronil 15 mllitre of water
Asked about plant protection in ground nut,suggested to apply 5 kg Phorate 10 G to the plough furrow
TELL ME WEATHAR INFORMATION,RAIN FALL IN  DAY IN THIEAS  AREA
GROUNDNUT FERTILIZER MANAGEMENT,GROUNDNUT FERTILIZER MANAGEMENT : 30DAYS: 9KG UREA
Asked about Stem rot management in groundnut,:      : :       2
asking for the management of stem rot in groundnut,recommended for a mixture of fungicides viz terrachlor plus terrazole  20 kgha plus 40 kgha at pegging is also effective in controlling stem-rot diseases
tikka leaf spot in ground nut,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Farmer asked weed control in Groundnut crop,80    -           -- 9  EC    -     -     -
ASKED  ABOUT TO  DISEASE CONTROL IN GROUNDNUT,-- 12   63    2
Asking about Tobacco caterpillar management for Groundnut,:      : 15
ROOT BORER IN GROUNDNUT,APPLY CARTAP HYDROCHLORIDE  10-12 KGECOD
white fly management for groundnut,recommended for the spray  Imidacloprid 1ml lit of water
Asking about rust management in groundnut,:      : 2
Leaf folder in groundnut,Recommended for spray chlorpyriphos 2 ml  litre of water
Asking about leaf miner and tobacco caterpillar management in groundnut,:          :    2
Crop protection in Groundnut,Monocrotophos 36 SL 2mlliter pani me milakar chidkav kare
stemrot in groundnut,apply trichoderma mixed with FYM
ground nurt   fertilizers,apply gypsum 100 kg  acre
NUTRIENT MANAGEMENT IN GROUND NUT,SPRAY   N-TRIACONTAN0L   1 ML  3 LIT OF WATER
Tell me root rot control in groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asked about White grubs management in Groundnut,:    :       2
ASKING ABOUT THRIPS MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY SPINOSAD 45 SC  03 ML PER LITRE OF WATER
Asking about Bud necrosis control management in Groundnut,:       :   3    1
groundnut pod borer,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
groundnut,groundnut monocrotophos  mancozeb
groundnut information,not use weedicide
TELL ME CONTROLE OF BLACK ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION IN GROUNDNUT
mulching in g nut,not recomnded
Asking about borax spray dosage for groundnut crop,:      :    2
FARMER ASKED ABOUT WATER MANAGEMENT IN GROUNDUNT CROP,-          -                          -
Asking about Micro Nutrient management in Groundnut,Recommended to apply Micro nutrient mixture 5 kg  acre
ask about control of wilt problem,I suggested drenching carbendazim 10 gram in 10 liter water
Askng about Foliar nutrient spray for groundnut Iron deficiency,:    :   5     5
TELL ME PLANT PROCTION IN GROUNDUTE,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Asking about caterpillar management in groundnut,Recommended for spray Indoxacarb 7 ml  10 litre of water
WEED CONTROL OF GROUNDNUT,FLUCLORELIN 250 GM  BIGH
Asked about Trichoderma viride availability,:      :  -
sukking,superconfidor  05mllt
VARIETIES OF GR NUT,SB 11 PHULE UNAP  TAG 24
Asking about Suitable agriculture crops in April month,:      :        :
ask for the yellowing of the gnut,I suggested for the hirkasi and citric acid-100 and 10 gm pump as a spray
Farmer asked Aphid problem in groundnut  crop,SL 6-8
farmer want to know information about solar energy,to know information about solar energy please  contact to your department of agriculture or please contect rural agriculture extension officer
TELL ME ABOUTWHITE GURB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME ABOUT INSECT CINTROL IN GROUNDNUT,25   4
termite in moongfali crop,chloropyriphos 20  125 literacre ka spray kare
Farmer asked about leaf blight disease on groundnut crop,30   15
crown rot in ground nut,spray carbendazim 50 wp  2 gmliter of water
Ask about yellowing of leaves in groundnut,64      250
wilting,mancozeb
GROWTH MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY  MULTI-K 5 GRAM  LITER WATER
TELL ME VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT TG37 A
feild praperation,spray M-45 powder
Farmer asked termitewhite grub control information of groundnut,GR   4
ASKED ABOUT TO TERMITE CONTROL IN GROUTNUT,20   4
Asked about plant protection in,--Suggested to spray SAAF 2 gram per liter water
fertilizer dose,as per recoimdation
ASKED ABOUT ATTACK OF RED MITE ON GNUT,:-   30
TIKA DISEASE,SPRAY MANCOZEB 600GMACRE
TELL ME DISEASE CONTROL IN GROUNDNUT CROP,5    2
FARMER ASKED QUERY ABOUT CULTIVATION OF GROUNDNUT,35  40
asked for the control of tikka disease,recomeded to spray mancozeb 3gml
moongfali patli ho jati he,mitti check karaye
asked about to Information about irrigation in groundnut crop,100
FARMER ASKED ABOUT ATTACK OF WHITE GRUB ON groundnut,40  15
FARMER ASKING  ABOUT VARIETY OF GNUT,-  -
asking about nutrient management t in ground nut,SPRAY GRADE 2    2-3 GMML  LIT OF WATER       BOZNMO
Asked about Pest management in Groundnut,:       :  3   10
ask about control of sucking pest,i suggested spray dimithoaet 10 ml  10 lit water
SEED RATE,60-80KGHACTER
Farmer wants to know information about seed treatment of Groundnut,I              kg                      5    kg        I
caterpillar in groundnut,recommended for spray imidacloprid 05 mllit of water
asking about groundnut thrips management,recommended for dimethoate 2 ml 1 litre of water
ask about larvae problem in groundnut,GR                SC 7-8
verities,phule unnati phule unapa
INFORMATION ABOUT EARTHINGUP OF GROUNDNUT CROP,AFTER 45 DAYS
Provide information about nutrient management  in Groundnut crop,50
TELL ME ABOUTWEED MANAGEMENT OF GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
mosam kijankari,halki baris ki sambhana hai
TELL ME PLANT PROTECTION IN MUSTURD,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
Asking about groundnut top dressing fertilizers,:   :  - 75   - 4
Tell  me  about  fertilizer  in   groundnut,groundnut    32           62          9
groundnut fertilizer,apply dap 50 kgac in basal
Asking about Root rot management in Groundnut,:        : 2
BLACK ROOT IN GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA USE
Termites control of groundnut,Chloropyriphus spray 2 ml  liter and hexagonal 1 ml  liters of water
TELL ME CONTROL WEEDS IN GROUNDNUT,USES FLUCLORILIN 45EC 1KGHECATER IN GROUNDNUT
Asking about Groundnutseed rate,:      :   50
GROUNDNUT ROOTROT,GROUNDNUT ROOTROT : RECOMMENDED TO SOILDRENCH COPPER OXYCHLORIDE 3 GRAM PER LITRE WATER
ask about root fungus problem control in groundnut,WP 30-40
root rot damage in groundnut,recommended tio spray copper oxi chloride 600 grams  20 grams streptocyclinacre
animal repellent,Sikko Bhagambhag Organic Animal Repellent  5 kg per acre of land  mix with 20kg sandApplication Guid : To make boundary up to 4 ft broad casting by hands
groundnut heicoverpa,recommended spray of acephate 300 grams acre in groundnut
Asked about Top fertilizer management for Groundnut,:    :
Farmer asked fungus in root control information of groundnut crop,WP -40
VARIETY OF GROUND NUT,VARIETY OF GROUND NUT - SB-11
Tobacco caterpillar in groundnut,Recommended for spray Dichlorvos 76 WSC 2mlliter of water
