QueryText,KccAns
--Farmer asked Army worm Problem in crop,SC 7-8
Asking about tobacco cater pillar in groundnut,:      2     3      1   1
groudnut harvestor subsidy details  contact,Explain the details and contact to agriculture engineering
weed problem,spray pendi methilin3mllitin paddy field
groundnut root nematode,recommended for apply carbofuron 4 kilo  acre
Farmer asked weed control in Groundnut crop,30 EC     80
Better protein and oil content devlopment in Groundnut,Better protein and oil content devlopment in Groundnut  Recommended to apply Gypsum  100 kg per 1 acre of land during final land preparation
groundnut tobacco caterpillar,RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML  1 LITRE OF WATER     5    1
Groundnut root rot management,Recommended for spot drenching with copper oxy chloride 25 gram litre of water
Asking about leaf miner and leaf blight in Groundnut harvesting stage crop,:           :
GROUND NUT LEAF SPOTS,RECOMENDED FOR MANCOZEB 400GRMS ACRE
Farmer want to know about information control of root insect sucking pest in Groundnut  crop,GR  - kg
fungal attack,Spray M-45 5 gm15 Lit of Water
Farmer needs information regarding control measures of White grub crop groundnut,1    7-8
Ask for the larvae problem,suggest: cypermethrin 15 ml per pump and to spray suggest: quinalphose 30 ml per pump and to sprey
fertilitizer management for groudnut,apply GYPSUM 150 KG AC
FARMER ASKED ABOUT ATTACK OF CATERPILLAR IN GROUNDNUT,-   -             EC
ask for termite control information,suggest:chloropyriphose 25 mlpumpsuggest:fipronil 25 mlpump sprey
TELL ME ABOUT IRRIGATION  OF GROUNDNUT,20  25
ask for sucking pest control information,suggest:thayomithoczem 5 mlpump sprey
ask about fungus control in gnut,:
asked about groundnut growth improvement,recommended- multiplex 2 ml per liter
Ask  about groundnut information,100       10
ground nut fertilizer management,recommended to apply gypsum  200 kg  acre
weather,normal
ask about varieties  of groundnut crop,:
ask about weed management,I give all information about weed control
Farmer asked query on Weather,:                                          20
asking about cut worm control in groundnut,recommended for spray profenophos 2 ml  lit of water
TELL ME WEATHER REPORT IN SIKAR,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
sucking pest pro in gnut,SPINOSAD 75 MLACRE SPRINTER  TRACER
Farmer asked query on Weather,:    -      : :           30  C    22 C     8
asking about leaf spot management in groundnut,Recommended for spray Carbendazim 2gm  litre of water
Asking about Tobacco caterpillar in groundnut,Recommended for spray profenophos 2ml  lit
TELL ME FUNGES CONTROL OF GROUNDNUT,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
asked about market rates,Your number is registerd for market information
What  is seed treatment of groundnut  crop,Recommended for spray Seed treat with cabandazim 2 gram OR CAPATAN 2 GRAM OR THIPHANTE METHYAL 1GRAM PER KG SEEDS
ASKED ABOUT TO DISEASE CONTROL IN   GROUNDNUT,-- 75    2
asked about fruit borer management in blackgram,:       :  2  1
Time for weedicide,Up to 21 days after sowing or transplanting
late leaf spot in ground nut,Spray  carbendazim 2 gm  lit of water
Ask about larvae control information in groundnut,EC 30
Asked about Bio fertilizer management in Paddy,:     : : 2000
Asking about Weed management for groundnut crop,:       :
GROUND NUT ROOT ROT,RECOMMENDED TO DRENCH  METALAXYL RIDOMIL 2GL
ASKED ABOUT TO INSECT CONTROL IN groundnut,5   1-15    3
Asked about kadiri leepaksi 1812 groundnut variety seed availability,:  1812      :
Asking about ground nut stem rot management,:    :    25
sowing time of ground nut,1 may to 15 jun
Asking about Root rot management  in Groundnut,Recommended for soil drenching with Carbendazim 2 gm liter of water
Ask for the larva control in groundnut,I suggest cypermethrin 10 ml per pump and to spray
groundnut season and basal application,June-august apply urea4kg SSP4kg potash18kgac in rainfed
Pod borer in groundnut,spray 2ml malathion in 1ltr water
groundnut seed rate,groundnut seed rate 120 kg  ha
Ask about fertilizer groundnut,100
TELL ME GROUNUT TERMAIT CONTROL,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Ask about fungus problem in groundnut,WP -               -
ask for gnut white grub,suggest:chloropyriphose 25 mlcypermethrin 15 mpump
Farmer wants to know about Weed Management of Groundnut,30
TELL ME FLOWRING IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 GM PER LITER WATER
TELL ME NUTRIENT MANAGEMENT,--  5     1
irrigation,depends on soil condition 10-15 days once
Rat eradication from groundnut field,Advise to use celphos tablet to eradicate rat
TELL ME NUTRIENT MANAGEMENT,375    35
humni ali  control,control thaymet
Asked about Borox spray for Groundnut,:      :
ASKED ABOUT TO NUTRIENT MANAGEMENT   GROUNDNUT CROP,5     1
herbicide,groundnut herbicide - parsuit 2 mllit
Asking for Heliothis in Groundnut,Suggested to spray Quinalphosh 25-30mlpump
Weather information is asking,kisaan Bhai aapke yaha poore saptah badal chaye rahenge tatha 6 me halki va 7 me bhari baris hone ka anuman hai
Farmer wants to know information about how to control white grub in groundnut,09   02   5
peanut bud necrosis virus,dimethoate2mllit
ASKING ABOUT SEED TREATMENT   GROUNDNUT,-            CARBENDAZIM 50 WP          MANCOZEB 75 WP
damping off in groundnut,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
asking abt ground-nut ferti,nitrogen-125kghec phosphars 25kghec
ask abt fungi,i suggested tricodarma
GROUND NUT LEAF BLIGHT,GROUND NUT LEAF BLIGHTSPRAY Carbendazim 1GLT OF WATER
APHIDS MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
PLANT PROTECTION OF groundnut,Dear former use to Quinalphos 25 EC 2mlliter water splash in the field
Ask about sucking pests problem in Groundnut crop,WG   WS 8
GROUNDNUT SEED TREATMENT,TREAT THE SEEDS WITH MANCOZEB 3 GRAMS AND IMIDACHLOPRID 2 ML PER KG OF SEEDS
mungphali kharpatvar hai,mungphali me nirai gudai kre
attack pest,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
top dressing for groundnut,apply Gypsum 150kgborox 10kgac
Asked about Leaf minor and Bugs management in Groundnut,:        :   2    1
ASKING ABOUT SEED TREATMENT TO GROUNDNUT,-- -
ASKED ABOUT ATTACK OF SUCKING PEST,-   15
mungfali ka jamav kam huwa hai,mungfali ki buwai dobara na kare
VERITIES,PHULE UNNATI PHLE UNAP
tell me pest control,USE CHLOROPYRIFOS 20 EC 4 ML PER LITER WATER IN ROOT ZONE
varaities,tag 24 tag 24
Asking about growth regulators for Groundnut,:     : :
Asked about variety,variety- SB-11 Phule Unap TAG-24
WILT MANAGEMENT  IN GROUNDNUT,RECOMMENDED TO SPRAY MANCOZEBMETALAXYLRIDOMIL GOLD   240 GRAMS ACRE
Weather report,Chance of rain 90 tonight
Ask about Fertilizer dose of Groundnut crop,-                                              -
Asking about top fertilizer management for groundnut,:     : :  6    12
moongphali ka prajati,ambarsekhar
Asking about Root rot favor condition is water logging areas,:        :
mausam ke bare me janna hai,30 ko  barish ki sambhwavnna hai
Farmer wants information about weed killer in groundnut crop,4  5
WEED MANAGEMENT IN GROUNDNUT,SPRAY emazithyper  HERBICIDE AFTER 25 DAYS OF SOWING
fertilizer dose in groundnut,use 052:34
TELL ME DISEASE CCONTROAL OF GROUNDNUT,SPARY OF BAVISTIN 250GMBHIGA
leaf spot control in groundnut,recommended for spray Pseudomonas fluroscense 5 mllit of water
farmer asked about powdery mildew in groundnut crop,-
GROUNDNUT HELICOVERPA DAMAGE,RECOMMENDED TO SPRAY MONOCHROTOPHOS 16 MILLI LITER  NEEM OIL 5 MILLI LITER LITER WATER
TELL ME ABOUT WEATHER INFORMATION,light  RAIN POSSIBILITY IN NEXT 3-4 DAYS
mungfali ki patti pili pad rahi hai,coper oxicloride 25 gm lit ka spray kara de
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,:
fertilizer schedule in ground nut,recommended to apply urea 9 kgszypsum 200 kgsacre
TELL ME WEATHER INFORMATION OF NAGAUR,NO RAINFALL FIVE DAYS OF NAGAUR
TELL ME WEATHER INFORMATION IN CHURU,NO RAIN POSSIBILITY IN NEXT 5 DAYS
Asking about Alterneria leaf disease in groundnut,:      :     12   63   2
disease,mancozeb 2gmliter water
TELL ME TERMITE OF GROUNDNUT,USE OF CLOROPAYRIFOS 20 EC 4 LITER HE IRRIGATION WATER
ATTACK OF SUCKING PEST---,:: ---     ---     ---  5   15
Farmer wants to  know information about fungus attack of groundnut,45    2    15
FERTILIZER FOR GROUNDNUT,FERTILIZER FOR GROUNDNUT  - 1846  JIPSAM 1 BAG ACRE
Asked about groundnut leaf miner management,:     :  - 3
TELL ME ABOUT TREATMENT IN GROUNDNUT  CROP,50 25
Moongfali mai galan hai,Carbandazim ka prayog kare
VARIETIES OF RABI GROUNDNUT CROP,TPG-41 VARIETIES OF RABI GROUNDNUT CROP
GROUND NUT VERUPURUGU NIVARANA,CHLOROPYRIPAS 25mll or CARBARIL 2mll
TELL ME WEATHER INFORMATION OF SIKAR,RAINFALL 50 MM NEXT FIVE DAYS OF SIKAR
Asked about plant protection in groundnut,Recommended to spray captan 2g per litre
ask for subcidy,contact gram sevak
TELL ME ABOUT PEST IN GROUNDNUT,USE OF QUINALPHS 1 LITER IMIDACLOPRID 500 MLLITER WATER
GROUND NUT APHID,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 150 LITRES OF WATER  ACRE
Ask about general informationSuggested: All information provided - Thanks for calling in kisaan call center,Suggested: All information provided -
Time of Irrigation in Groundnut,20  25
ground nut varieties,ground nut varieties kadiri-6 100 day
information about seed rate and sowing time of groundnut,70  75
control of weed in mung phalli,mung phalli ki fasal me koi dva na dale
Ground nut tobacco caterpillar control,Recommended for spray Chlorpyriphos 2 ml  lit of water
Ask about groundnut leaf yellow chlorosis problem in groundnut,149     15
groundnut gram pod borer,Proklaim 90 gram acre 150 litre water
TELL ME CONTOEL OF SUKING PAST IN GROUNDUTE,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
GROUND NUT PEST,MANCOZEB AT 2G IN 1 LITER WATER
TIKKA DISEASE IN GROUNDNUT,APPLY COPPER OXYCHLORIDE 3 GM IN 1 LITRE OF WATER
water stress,give 8 days water stress
GROUNDNUT TOBACCO CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
Farmer Asked sucking pests control information of groundnut crop,40         ppm
Stem rot in groundnut,Recommended for apply  Trichoderma viride 1 kg acre
tell me weather information,weather information no rainfall
TELL ME ABOUT TAKING SOIL SAMPLE,TELL ME ABOUT TAKING SOIL SAMPLE DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
moongphali me kida laga hai,Spray- dimethoate 30 EC  2mllit of water
weather info,Partly cloudyNo Possibility of Rain
Farmer wants to regarding information about seed treatment of groundnut,1  2 3                    5
Ask about termitewhite grub control information in peanut,GR   4-
mung phalli me ghas hai,kisan Bhai nirai gudai kre
Farmer asked query on Weather,3   27          13
Asking about Root rot disease management in groundnut,INCOMPLETE CALL
WATER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO  GIVE WATERING 20-25 DAS
FARMER ASKING ABOUT ATTACK OF LEAF EATING CATERPILLAR  ON GROUNDNUT,-
ASKED ABOUT INFORMATION GROUNDNUT,Spray Actra 5 gm15 Lit of Water
ASKED FOR GROUNDNUT VARIETY,GROUNDNUT VARIETY- SB-11
leaf eating caterpiller inground nut,recomended to spray phosalone 400milliacre
Asking about Thrips management  in groundnut,Recommended for spray Dimethoate 2 ml  litre of water
GROUND NUT SEED RATE,RECOMMENDED FOR GROUND NUT SEED RATE 50-60 KG ACRE
Ask about Yellowing leaves problem information in Groundnut Crop,WP
ROOT ROT,ZINEB 75gmlt OF WATER
POD BORER IN GROUNDNUT,POD BORER IN GROUNDNUT- APPLY SPINOSAD 1ML IN 3LIT WATER
TERMITES IN GROUNDNUT,APPLY CHLOROPYRIPHOS DUST 20 KG PER ACRE
Farmer asked fungus in root control information of groundnut corp,50             250
gnut root wilt control,drenching carbandazim 25 gmpump
WEEDS IN GROUNDNUT,RECOMMENDED TO APPLY TARGA SUPER 2ML IN 1 LITRE WATER TO CONTROL WEEDS IN GROUNDNUT
TELL ME  DISEASE CONTROL GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Farmer asked about trichhoderma virde information,:
farmer ask about fertilizer in groundnut,-
ask about control of wilt problem,i suggested spray mencozeb 25 gram 10 li water
Groundnut top dressing fertilizer management,recommended for the fertilizers  :   urea  5 kg potash  12 kg gypsum  75 kg acre
Information about nutrient management in groundnut crop,chlorpyriphos 20  EC 15
fertilizer management in ground nut,recommended 200 kg zypsum per acer
Asking about Tobacco caterpillar in groundnut,Recommended for spray Indoxacarb 1 ml litre of water
FERTILIZERS REQUIRED,RECOMMENDED TO APPLY UREA AND POTASH
zypsum recommendation,recommended for gypsum 200 kgacre
GROUNDNUT SUCKING PEST CONTROL,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
TELL ME WEATHER INFORMATION OF JALAWAR,NO RAINFALL NEXT FIVE DAYS OF JALAWAR
stem rot problem in groundnut,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
Farmer asked seed treatment of white grub control in ground nut,30  FS
-- Information regarding Control of  fungal disease in groundnut,2 gm M-45     1
TELL ME ABOUT For treatment of peanut seeds,2
Use of nano urea and Nano DAP in  groundnut,Advised to apply nano urea and nano DAP at 30 Days after planting
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,90 WDG  20
Farmer needs information regarding herbicide in groungnut crop,-                       -
Asking about caterpillar management in groundnut,:       :  2
Farmer want to know about information control of root insect sucking pest in  groundnut crop,03  GR  5-6 kg
mung fali me kida lga hai,KIDE KE LIYE - DIMETHOATE  2 ML  LITER PAni ke dar se spray kare
WEED CONTROL KE LIYE DWA DALI HAI AB PILA PAD RHI HAI,JYADA DIN KA HO GYA HAI ISLYE PILA PAD RHA HAI ABI AAP TAJE PANI KA SPRAY KAR SKTE HAI
Ask about Variety of Ground nut for summer season,- 37
leaf spots in ground nut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
ask about irrigation information in groundnut,-     -   -  - -
LEAF CURL,DIMETHOATE 15ML
Ground nut foliar spray,Recommended for spray DAP 2 kg 20 g  lit of  water  acre
Fertilizer spray for Groundnut  growth,-::-    30
TELL ME CONTROL OF YELLOW COLOR IN GROUND NUT,SPRAY OF FERUS SULPHATE 5 GM PER LITER WATER
Asked about nutrient management in  groundnut,suggested to give pulse magic 3mll
TELL ME ABOUT RUST DISEASE CONTROLE IN GROUNDNUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
ask for groundnut wilt,sugg to mancozeb 35 gram per pump and to spray
control for white grub,carbofuran 3  GR 6-8 kilo acre ka bhurkaw kren
TELL ME INSECT CONTROL OF TERMITE IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY UREA: 13 KGSMOP: 20 KGS
farmer ask about groundnut variety and sowing time,:-  :-  -   -  -  -    :-  -  -  -
ask about larval problem in groundnut,GR 2
asking about groundnut late tikka leaf spot management,recommended for spray Mancozeb - 2 gm lit of water
SUCKING PEST IN GROUNDNUT,spray super confidor 05 mili per litre of water
ask for varity information,guj kapas sankar - 6810malikabejdhan-2
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,25     50
ASKED ABOUTGROUNDNUT CULTIVATION,-  -  -    --     ------ -- -
Asked about Root rot Management for Groundnut,:        : 1        20
LEAF CURL,SPRAY RIDOMIL MZ 400GMACRE
Asked about Weed management in,suggested to apply Imazethapyr 10 SL - 300g per acre
nutrient for ground nut,dap-35kgpotas-25kgurea-4kg
Farmer needs information regarding control measures of termite in groundnut  crop,-                            -
TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
Farmer asked query on Weather,SPRAY   ALPHA NAPTHALENE ACETIC ACID   1 ML  45 LIT OF WATER
pod borer,spray Imidacloprid 2ml lit of water
ask about fungus problem in groundnut,WP
Information regarding sowing time of mung phalli,sowing time of mung phalli -june month
CATERPILLAR IN GNUT,RECOMENDED DOSE OF CHLOROPYRIPHOS 2ML1LIT WATER SPRAY
Asking about Leaf folder management in Groundnut,Recommended to spray Neem seed Kernel extract 50 ml  liter of water
GROUNDNUT SPRAY,SPRAY 100 GM UREA  1 BAG GYPSUM
TLL ME ABOUT SEED TEARTMENT IN GROUNDNUT,25
ask about ground nut fertilizer,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
Farmer asked Thrips problem in ground nut crop,SC
Asking about Tobacco caterpillar and whitefly management in groundnut,:        :       2
TELL ME FUNGICIDE USE GROUNDNUT SEED TREATMENT,USE-BAVISTIN 2 GRAM PER KG SEED
LEAF WEBBER,CHLOROPYRIPHOS 2ML1LITRE OF WATER
Leaf miner in Groundnut,Recommended for spray fenvalerate 2 ml litre of water
asked about sucking pest leaf folder management in groundnut,:        :  4  0 5    1  1
TELL ME TRMIAT CONTROAL OF GROUNDNUT,USE OF CLOROPAYRIFOS 20 EC 1LITER BHIGA IRRIGATION WATER
Farmer asked Heliothis Larvae Problem in crop,SC
leaf folder in groundnut,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
Asked about Groundnut mealy bug management,:     : :      3
TELL ME CONTROL OF BRORER IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
fertilizer management for groundnut,apply gypsum 150 kg  acre on 30th day
Asked about pest management in ground nut,--Suggested that spray saaf 2 g per liter of water
groundnut pest,groundnut pestdusting Malathion 5 D  on crop
TELL ME WEATHER INFORMATION,THREE DAYS RAINFALL
TERMITE,CHLOROPYRIPHOS 25 MLLT
wilt,spray saaf 2glt
ground nut leaf spots,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
ASKED ABOUT TO TERMITE CONTROL IN GROUNDNUT,50  400ML
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GNUT CROP,::
Seed treatment of groundnut,kisan ji carbendazim 2 gram dawa  1 kg mungphali ke bij ko upcharit kare
FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT
CONTROL OF LEAF SPOT IN GROUNDNUT,RECOMMENDED FOR SPRAY  CHLOROTHALONIL 75 WP   2 GM   LITTER OF WATER
for rotting in ground nut,spray saaf 2 gm in 1 litre of water for rotting in ground nut
Farmer wants to know information about seed treatment in groundnut crop,--            3
asked about groundnut leaf rust,asked about groundnut leaf rustrecommended- carboxin 05 ml per liter
ask for groundnut  thrips information,suggest: spray carbosulphan 25mlpump
ask about seed rate of groundnut,-   -
Suggested:,Hand weeding will be better in your case
TELL ME WHITE GRUB CONTROL OF GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
