QueryText,KccAns
ROOT PROBLEM OF GROUNDNUT,250 GM CARBENDISM PER BIGHA WITH IRRIGATION
Asking about Chemical fertilizer with Sea Weed waste  application,:          :
ATTACK OF TIKKA---,Spray Bavistine 30gm15lit of Water
Groundnut leaf miner,Recommended for spray Malathion 2 ml litre of water
Asking about weather information,kisan bhai apke yhan 23 june tak halke badal rah sakte hai or boonda bandi or barish ki sambhavna bani hui hai
asking about pod borer control in groundnut,recommended for Spray chlorpyriphos 2 mlcarbendazim 1 g litre
Tobacco caterpillar in ground nut,recommended for spray Imidacloprid 2 mllt
management,spray microla
Ask about rainfall information,sugg to next five day no rainfall
Farmer asked query on Weather,0        24      8
Asking about Stem rot management in groundnut,Recommended for Pseudomonas flouoroscens 1 kg mixed with 20 kg of FYM
ask for gnut white grub,suggest phorate 10kgha
varieties,western 45
ASKED ABOUT TO  WEED CONTROL IN GROUNDNUT,30  25-3
TELL ME  FERTILIZERS DOSE IN GROUNDNUT,FERTILIZERS DOSE IN GROUNDNUT SULPHAR 3KG  CALASUIM 10KG  BIGHA
Ask about sucking pest problem in groundnut crop,SP    SP
CONTROL OF LEAF CURL IN GROUNDNUT,RECOMMENDED FOR SPRAY IMIDACLOPRID 178 SL    1 ML  5 LIT OF WATER
ground nut disease,quinolphos 2 ml per liter
Asked about micronutrient management Groundnut,:     :   5
ground nut weed management,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1 - 15 LITREACRE
tikka,bavistin
farmer ask about fertilizer uses,8 kgacre sardar ameen
MOONGPHALI ME Ca DALVANA CHATE HAI,DALVASAKTE HAI
Seed treatment in Ground nut,Seed treatment in Ground nut:- Vitavax power- 2g per kg of seed
FARMER ASKED ABOUT FOR CONTROL ATTACK OF SUCKING PEST ON GROUNDNUT CROP,:-
Asked about growing season of Groundnut,Suggested to sow during April or May
how to control ceterpilar  dimak in mungphalli,how to control ceterpilar  dimak in mungphalli-brodcast in 4 kg foret acre
WEEDS MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY DINAMAZ 18ML15 LITRES WATER TO CONTROL WEEDS MANAGEMENT IN GROUNDNUT
farmer wants to know information of plant protection of groundnut crop,reccomonded: Daythen M-45 2 g  Liter of water sprayed by solution
LEAF EATING PEST,SPRAY CHLOROPYRIPHOS 2MLLIT WAYTER
asking about fertiliser in groundnut,i have suggest fertiliser amoniya
TELL ME COLLOR ROT IN GROUNDNUT,400 GRAM KARBANDAZIM PAR BIGHA
TELL ME CONTROL YELLOW LEAVES COLOUR IN GROUNDNUT CROP,SPRAY NPK 10 GRAM PER LITTER WATER
GROUNDNUT ROOT ROT MANAGEMENT,RECOMMENDED TO SPRAY AGROMIN MAX 3 GRAMS 1 LITER OF WATER
TELL ME TIKKA DESEASE OF GROUNDNUT,TRIKODAEMA 25 KG  HACTEIR
TELL ME CONTROL OF TERMITE OF GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
COLLAR ROT IN GROUNDNUT,SPRAY SAAF 2G PER 1LTR WATER
TELL ME NUTRIENT MANAGEMENT,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER
asking about Nagapattinam district weather Report,Recommended for Nagapattinam district Today No Rain Fall 00 mm
wilt,ridomil gold
Farmer asked fungus in root control information of groundut crop,WP
Ask about fertilizer in groundnut,Suggested: 5 kilo ammonium sulphate  vigha
Groundnut seed treatment,Recommended to treat Groundnut seed with Bavistin 50wp 2gm per 1 kg seed
Asking about burning effect in groundnut,:     :
Leaf spot control in groundnut,recommended for spray dimethoate 15 mlmancozeb 1 gmlit of water
groundnut rust management,groundnut rust management : RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
TELL ME ABOUT WHITE GRUB CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
THRIPS IN GROUNDNUT,SPRAY DIMETHOATE 30 EC  2 ML PER LITRE WATER
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,APPLIED BAVISTEN 250 GM BIGHA WITH IRRIGATION WATER
TELL ME Subsidy on peanut dispenser,--        50
Asked about plant protection in GROUNDNUT,Recommended to spray lancer gold 1 gram per liter of water
ASKED ABOUT CONTROL OF BACTERIAL WILT IN GROUNDNUT,:               -                         KASUGAMYCIN 3 SL             STREPTOMYCIN SULPHATE 90  TETRACYCLINE HYDROCHLORIDE 10 SP
FARMER ASKED ABOUT FUNGAL ATTACK ON GROUNDNUT CROP,-
fertilizer doses,gipsum apply 05234microlla spraying
ASKED ABOUT TO WEATHER INFORMATION,CHURU  TARANAGAR                        34      23       9
Information regarding to varieties of groundnut,:   -4      -4       -1
FARMER ASKED ABOUT THE FERTILIZER MANAGEMENT IN GROUNDNUT,375    35
Asked about Top fertilizer management for Groundnut Potash can be applied,:      :           25  45
TIKKA DISEASE,MANCOZEB 4GMLIT
Farmer asked fungus control information of GROUNDNUT CROP,wp
Ask about use fertilizer information in Groundnut crop,DAP  15
TELL ME TIME OF FIRST IRRIGATUONJ IN GROUNDNUT CROP,FIRST IRRIGATION IN GROUNDNUT CROP ON 25-30 DAYS AFTER SOWING
water management,10-15 day interval
Farmer asked termitewhite grub control information of Groundnut Crop,magfadi                    35
varieties of groundnut,--  :-                            -    -  -                                           -
farmer asking about caterpillar attack on groundnut,Proklem    15
FARMER ASKED ABOUT SPRAYING FOR BLOOSMING IN GROUNDNUT CROP,-    3015
Farmer asked query on Weather,:   -      : :             36  C    26  C     7
TELL ME TARMAIET PEST OF GROUNDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
Control of tikka diseases of groundnut,SPRAY COPPER OXYCHLORIDE 50 WP  4 GM  LIT OF WATER
Farmer asked about irrigation in peanut crop,21-25
asking abt the control of wilt,m 45  seed treatment with thirum  captan
varitiies of ground nut,ICGS - 11
CALL DISCONNECT BY FARMER,--
Leaf blight in groundnut,Recommended for spray SAAF  carbendazim  mancozeb  2 g  litre of water
root rot in groundnut,spray copper oxychloride 25 g  lit of water
query about seeds rate of groundnut,-    65-70
weed in ground nut,pendy mithayline ka spray ker de
--ASKED ABOUT TO TERMITE CONTROL IN GROUNDNUT,20   4
Asked about plant protection in groundnut,Suggested to spray imidachloprid at 05 ml per litre water Repeat after a week
Asking about weather information,Possibility of Some rain in 1011 may
Asking about foliar nutrient spray for groundnut crop,:      :    4     25
Farmer asked query on Weather,THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA             ----------- 2PM TO 5 PM
agri information,givan information
ask about gnut sowing time,suggest after 14 june  gnut sowing time
Ask about sucking pests problem in crop,Suggested: Dimethoate Rogar 30 EC 20 mlpump spray Suitable for young crops
Farmer asked query on Weather,BALESAR                   -
Farmer asked seed treatment of white grub control in groundnut,WDG -              30  FS                 SLFS  mili
Ask about Plant Growth Retardant Information,SL        Lihocin BASF Layer Willowood
leaf spot,drench blitox 3 gram per litre of water
WEEDS IN GROUNDNUT,WEEDS IN GROUNDNUT -SPRAY TERGA SUPER 2ML1 LITRE WATER
Asking about caterpillar and Early leaf spot in groundnut,:         : :      2      2
CONTROL OF RUST IN GROUNDNUT,RECOMMENDED FOR SPRAY  CHLOROTHALONIL 75 WP   2 GM   LITER OF WATER
wilt,ridomil gold humic acid
HOW CAN I STOP SMS OF KISAAN PORTAL,WRITE SMS SMS KISAAN STOP AND SEND TO 51969
SEEDS  REQUIRED FOR  GROUNDNUT,100  KG  SEEDS REQUIRED FOR  GROUNDNUT   HECTER
asking about seed rate of groundnut,recommended for seed rate of groundnut is Use 125 kgha of kernels
RUST IN GROUNDNUT,RECOMMENDED TO SPRAY MANCOZEB 75WP 3GM1 LITRE WATER TO CONTROL RUST IN GROUNDNUT
Asked about Iron deficiency management in groundnut,:        :      10
Information regarding how to control termit in mungphali crop,broadcast to chlorpyriphos  2 litre mixed in 25 kg dry sendacre
Ask about water Logging problem information in Groundnut crop,8
Ask about groundnut cultural practices information,-
Ground nut in stem rot,Recommended for Ground nut in stem rot apply Trichoderma viride 1 kg  mixed with 20 kg FYM ac
ASKING ABOUT THE CONTROL OF YELLOWS LEAF IN GROUNDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
TELL ME INSECT CONTROL IN LEMON,145   1
Farmer asked query on Weather,25
nutrient management,nutrient management
GROUND NUT SOWING TIME,GROUND NUT SOWING TIME: OCT TO NOV
Chilli Green peach aphid,Recommended for spray imdachloprid 30 ml10 liter of water
hairy caterpiller in groundnut : spray methyl dematon 2mlteepol 1mlneemoil 3mllit o fwater,hairy caterpiller in groundnut : spray methyl dematon 2mlteepol 1mlneemoil 3mllit o fwater
control of leaf folding,monochrotophos 16mll
Ask about sucking pests problem in peanut crop,EC
Farmer asked growth retardant for groundnut,SL
Asked about leaf spot management in Groundnut crop,:       :  2
ask about fertilizer information,Suggested: All information provided - Thanks for calling in kisaan call center
shoot rot in groundnut,recommended to spray with mancozeb 2gmltr of water
better pod setting,gypsum application
fertilizer for ground nut,ssp  150kilourea 25 kiloekar
plant protection,spray  carbendazim 1gl
varieties of gnut,varieties of gnut - tag - 24  tg-26
Farmer asked weed control in GROUNDNUT crop,-- 9  EC    -     -     -
Farmer asked weed control in Groundnut crop,3
Asking about top fertilizer management for groundnut,:     :   160  4
ground nut weed management,after 20 days herbicide should not use
Groundnut sucking pest,RECOMMENDED TO SPRAY IMIDACHLOPRID 60 ML PER ACRE
Farmer needs information regarding reduce effect of herbicide and promote regrowth in ground nut crop,-                   10    250
Usage and dose of Sulphate of potash,Advised to use sulphate  of potash  4 gm per liter water
Fertilizer application in ground not,Fertilizer application in ground not  soil application of DAP one bag  100 Kgs Gypsum per acre
TELL ME BLACK ROOT CONTROL IN GUAR,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
ASKING ABOUT THE MICRONUTRIENT APPLICATION IN GROUNDNUT,-          -
ask for groundnut white grub information,Suggested: Chlorpyrifos 20 EC 800 mili  vigha pani sathe aapvi
asking about Leaf folder management in Groundnut,:      :   1 5     1    1
DOSE OF CARBOFURAN,APPLY CARBOFURAN 3G 8-10KJACRE AS DOSE OF CARBOFURAN
ASKED ABOUT WEED MANAGEMENT,SPRAT PERSUIT 15 ML IN 15 LITER WATER
Farmer asked query on Weather,31       35
Farmer asked about fertilizer application in groud nut,Fertilizer application in groud nut soil application of gypsum 50 kgs per care
peanut bud necrosis in groundnut,recommended for to spray monocrotophas 15 ml or dimethioate 2 ml per liter for control of thrips
Farmer asked fungus control information of  groundnut crop,EC 30
Asking about Plant Protection of groundnut,HEXACONAZOLE 5 SC EC    -
Asking about Top fertilizer management and Foliar spray for Sesame,:          :         -DAP  2  200
Asked about nutrient management inGroundnut,Spray 19 all 5gramlit  Sulphur 2mllit
asked about plant protection,APPLY DICOFOL 25 ML PER LITER
TELL ME WEATHER INFORMATION OF UDEPUR,RAINFALL 20 MM NEXT FIVE DAYS OF UDEPUR
attack of sucking pest,spray of confidor 10 ml per pump
Semilooper in groundnut,Recommended for spray quinalphos 2 ml  litre
sucking pest attack management for groundnut,recommended for the spray   daimethoate 2ml lit of water
TELL ME INSECT CONTROL IN    GRANDNUT,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
Asked about Fertilizer application procedure in Rainy season,:         :
Attack of White Grub,Use Fertera 4 kg acre  Regent 4 kg  acre
ground nut basal dressing fertilizer management,Recommended for apply DAP 50 kg  75 kg Gypsum  acre
Information about stem borer control of Groundnut Crop,CHLORPYRIPHOS 50CYPERMETHRIN 5EC 25ml
Ask about crop variety information,GG 2  GG 4  GG 6 ICGS 37
Asking about Top fertilizer management for tapioca,:     : :  10    80   3
TELL ME CONTROL OF CHARKOL ROT IN GROUNDNUT,MORE THEN IRRIGATION CONTROL OF CHARKOL ROT IN GROUNDNUT
TELL ME NUTRIENT MANAGEMENT  IN GROUNDNUT,80  2
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT,-         SG
CONTROL OF WEEDS IN GROUNDNUT FIELD,RECOMMENDED FOR APPLY FLUCHLORALIN 45 EC  12 LIT ACARE AREA APPLY 2DAYS OF SOWING
Asked about Plant protection in Groundnut,Recommended to spray Saaf  2 gltr of water
FARMER ASKED ABOUT VARIETIES OF GROUND NUT CROP,--- -
TELL ME WHITE GURB IN GROUNDNUT,SPRAY OF CARBERYL 50 EC 4 GM PER LITER WATER
root rot in groundnut,BAVISTIN 250 GRAM   BIGA
Asking about north east monsoon season which month start,:      :  20
GROUNDNUT VARIETY,GROUNDNUT VARIETY-KADIR-1 PUNJAB-1 M-13
FERTILISER MANAGEMENT,ZYPSUM 200 KG PER ACRE
TELL ME WEED CONTROL IN GUAR,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
TELL ME BLACK  ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
pest and disease management in groundnut,recommended for spray of Chlorpyriphos at the rate of 2 ml  carbendazim 2 gram   teepol at the rate of 1 ml in 1 litre of water
TELL ME PEST CONTROL I,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,-- 25   4
caterpillar in ground,recommended for proclaim 100grmacre
TELL ME ABOUT PEST CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
FARMER ASKED QUERY ABOUT  NUTRIENT  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO GIVE GYPSUM 200 KG PER ACRE
ASKED ABOUT TO DISEASE CONTROL IN  pea nut,50  250
TELL ME ABOUT INSECT CINTROL IN,-- 15  25
WEED CONTROL IN GROUND NUT,RECOMMENDED TO SPRAY TARGA SUPER 2 ML PER LITRE WATER
moong such raha hai,Monocrotophos 36 SL 400 ml  aked
TELL ME ABOUT CONTROL OF WHITE GURB IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Groundnut Aphids control,Recommended for spray Imidacloprid 178 SL 05 ml  litre of water
farmer want information about weed  in groundnut crop,recommended tergasuper 400mlacre
TELL ME  TERMITE CONTROL IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT IN GRONDNUT,4 ML
Farmer asked Sulphur informationin groundnut crop,90 WDG 3
GROUNDNUT ROOT NECROSIS,SPRAY COC 2MLLT OF WATER
Farmer wants to know information about How to control fungal attack in groundnut crop,70   5              IP       IP
Groundnut leaf roller,Recommended for spray chloropyrifos 2ml litre of water
Asking about groundnut basal fertilizer management,Recommended for apply urea 6 kg potash 12 kg  gypsum 75 kgacre
tobacco caterpillar control in groundnut,recommended for spray chlorpyriphos 2 mllit of water
Attack of Thrips and Jassids,Regent 30 ml 15 Liter of Water -Bayer
groundnut diseases,SUFF  2 gm  1 ltr
WEED MANAGEMENT IN GROUND NUT,WEED MANAGEMENT IN GROUND NUT-SPRAY TARGA SUPER 2ML IN 1LITRE OF WATER
ask for groundnut fertilizer information,no requirment
FARMER ASKED ABOUT WATER MANAGEMENT FOR GROUNDNUT CROP,-  -                         -
Ground nut Tobacco caterpillar management,Recommended for spray Profenofos 25 EC 2mllitre of water
asking about groundnut aphid and leaf caterpillar management,recommended for profenophos 2 ml 1 litre of water
ASKED ABOUT TO ROOT ROT  DISEASE CONTROL IN  GROUNDNUT  CROP,50  250
Farmer asked query on Nutrient management in ground nut,--RECOMENDED TO APPLY GYPSUM  200KG PER  ACRE NEAR PLANT SURFACE
GROUNDNUT LEAF FOLDER MANAGEMENT,--RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
fertilizers in groundnut,recommended for zypsum 200 kgacre
groundnut leaf miner and pod borer control measures,RECOMMENDED TO SPRAY CHLORANTRINIPROLU  CORAZEN 40-60 MLACRE     RECOMMENDED TO SPRAY NEEMOILAZADINIMBICIDIN RAKSHAK 1 LITRE PER ACRE
TELL ME BLACK ROOT DISEASE CONTROL IN GROUNDNUT,APPLIED BAVISTIN 250 GM BIGHA  WITH IRRIGATION WATER
Farmer asked  Seed rate and Spacing information of Sesame crop,-  -      -    -     -
--TELL ME ABOUT  ROOT ROT CONTROL IN GROUNDNUT,250
TELL ME FERTILIZER ION GT NUT,SPRAY OF MICONUTRENT  4 GM LT WATR
ASKING ABOUT WEATHER INFORMATION,CLEAR WEATHER TILL 3 JUNE
root rot in groundnut,root rot in groundnut- spray saff 2gm  plantomycin 1gm per 1 litre water
ASK ABOUT FUNGAK INFCTION,mancozeb 35 gram per pump and to spray
Farmer asked Varieties information of Groundnut crop,:-     -  TG -37  TGA 24
Farmer asked about weed management in groundnut,- 5 EC   25 -30
Tobacco caterpillar control in groundnut,Recommended for spray Profenophos 2 ml  litre of water
GYPSUM APPLICATION IN GROUND NUT,RECOMMENDED TO APPLY BESIDE THE PLANTS AND EARTHING UP OF SOIL
ASKED ABOUT TO FIELD PREPRATION FOR GROUNDNUT,-
peanut leaf spot,spray saaf 2glt of water
Farmer asked Sowing Time information of Groundnut crop,-                    -
Farmer asked about pea nut crop variety,-  -    -  -      -                -              -             -
Asked about Weed management in   Groundnut,Take up hand weeding at 40 ays after sowing
Asking about Groundnut Seed Treatment information,:     :   2
Termite in groundnut,moongphli me antim jutayi se pehle prati acre 1 liter chlropaayeriphaus  2 liter paani aur 6 kg ret milaa de aur phir jutayi karwa de khet ki
weed  management for groundnut,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
DRY ROOT ROT IN GROUND NUT,RECOMMENDED TO SPRAY METALAXYL  MANCOZEB  2 GM  1 LITER OF WATER FOR MANAGEMENT OF DRY ROOT ROT IN GROUND NUT
sulfar ka prayog kare,kisan bhai ap 8 kg paryog kare
FARMER  ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT CROP,5   15
tell me green pest control in groundnut,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
TELL ME DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Farmer needs information regarding flower increase in groundnut,10    15
Ask about blank pod ground nut,100
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT CROP,2
Suggested:,Mancozeb M-45 75 WP 5 gramkg seeds  for fungus protection
TELL ME THRIPS OF GROUNDNUT,TRIJOFOS 40 EC  25 ML  LITER WATER SPRAY
Peanut leaves turning Yellow,80 WDG 2
GROUND NUT RED HAIRY CATERPILLER,advised to spray CHLORIPYRIPHOS  500 ml per acre
fertiliser,9 kgs urea can apply 30 day after sowing
groundnut weed mangent,turga super  cha favarni kara
GROUND NUT DIGGER,CONSULT TO BLOCK ASSISTANT AGRICULTURE ENGINEER FOR GROUNDNUT DIGGER
Farmer asked Varieties information of Groundnut crop,-   5                 -
ground nut fertilizer,recommended for apply gypsum 75 kilo  acre
plant protection in groundnut,apply phorate  10 kgha
groun nut me patti chedak keet laga hai,carbendazim 2 gramliter dimethoate 30  ec 15 mlliter pani me chidcaav kare
farmar Want to know Groundnut varieties,Groundnut varieties  Jyoti Chitra Chindra H-11 Junagarh JM-2 Chandramukhi
ask for gnut variety,suggested gg 2 6
leaf folder in groundnut,recommended for spray profenophos 2ml lit
asking about Leaf caterpillar management in Groundnut,Recommended for spray neem oil 3 ml  teepol 1 ml  litre of water
Asked about weed management in Groundnut,:    :    1    200     3
TELLME CHAORCOL ROT PROBLEM IN GROUNDNUT,400 GRAM KARBANDAZIM POWDER PAR BIGHA
ask about thrips information,Suggested: Spinosad 45 SC Tracer 5mlpump spray Thrips
Time of sowing of ground nut,Time of sowing of ground nut- from 15 june- 10 july
Seed treatment for ground nut,Recommended to treat  with Rizobium culture 20gm  water 40ml per kg of Ground nut seeds before an hour of sowing
TERMITE IN GROUNDNUT FIELD,APPLY CARBOFURAN 3G  5KGACRE FOR TERMITE IN GROUNDNUT FIELD
